,T10Y3MM,ICSA,UNRATE,PERMIT,UMCSENT,VIXCLS,USALOLITONOSTSAM,PCE,CPIAUCSL,INDPRO,CPILFESL,SP500,Recession_Target,T10Y3MM_lag1,T10Y3MM_lag3,T10Y3MM_lag6,T10Y3MM_lag12,ICSA_lag1,ICSA_lag3,ICSA_lag6,ICSA_lag12,UNRATE_lag1,UNRATE_lag3,UNRATE_lag6,UNRATE_lag12,PERMIT_lag1,PERMIT_lag3,PERMIT_lag6,PERMIT_lag12,UMCSENT_lag1,UMCSENT_lag3,UMCSENT_lag6,UMCSENT_lag12,VIXCLS_lag1,VIXCLS_lag3,VIXCLS_lag6,VIXCLS_lag12,USALOLITONOSTSAM_lag1,USALOLITONOSTSAM_lag3,USALOLITONOSTSAM_lag6,USALOLITONOSTSAM_lag12,PCE_lag1,PCE_lag3,PCE_lag6,PCE_lag12,CPIAUCSL_lag1,CPIAUCSL_lag3,CPIAUCSL_lag6,CPIAUCSL_lag12,INDPRO_lag1,INDPRO_lag3,INDPRO_lag6,INDPRO_lag12,CPILFESL_lag1,CPILFESL_lag3,CPILFESL_lag6,CPILFESL_lag12,T10Y3MM_mom_change,T10Y3MM_yoy_change,ICSA_mom_change,ICSA_yoy_change,UNRATE_mom_change,UNRATE_yoy_change,PERMIT_mom_change,PERMIT_yoy_change,UMCSENT_mom_change,UMCSENT_yoy_change,VIXCLS_mom_change,VIXCLS_yoy_change,USALOLITONOSTSAM_mom_change,USALOLITONOSTSAM_yoy_change,PCE_mom_change,PCE_yoy_change,CPIAUCSL_mom_change,CPIAUCSL_yoy_change,INDPRO_mom_change,INDPRO_yoy_change,CPILFESL_mom_change,CPILFESL_yoy_change,T10Y3MM_roll12_mean,T10Y3MM_roll12_std,ICSA_roll12_mean,ICSA_roll12_std,UNRATE_roll12_mean,UNRATE_roll12_std,PERMIT_roll12_mean,PERMIT_roll12_std,UMCSENT_roll12_mean,UMCSENT_roll12_std,VIXCLS_roll12_mean,VIXCLS_roll12_std,USALOLITONOSTSAM_roll12_mean,USALOLITONOSTSAM_roll12_std,PCE_roll12_mean,PCE_roll12_std,CPIAUCSL_roll12_mean,CPIAUCSL_roll12_std,INDPRO_roll12_mean,INDPRO_roll12_std,CPILFESL_roll12_mean,CPILFESL_roll12_std,UNRATE_3m_avg,UNRATE_12m_min,Sahm_Rule_Indicator
1964-12-31,1.67,204000.0,5.0,1164.0,99.9,25.36,100.9726,421.0,31.25,29.9452,32.5,84.75,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,4.8,5.1,5.2,5.5,1254.0,1265.0,1280.0,1423.0,99.9,100.6,98.5,94.4,25.36,25.36,25.36,25.36,100.8963,100.7887,100.6539,100.1967,416.4,416.6,411.4,394.7,31.21,31.08,31.01,30.88,29.5957,29.1119,28.628,27.499,32.5,32.3,32.3,32.1,0.0,0.0,0.0,0.0,4.166666666666674,-9.090909090909093,-7.177033492822971,-18.200983836964156,0.0,5.826271186440679,0.0,0.0,0.07562219823720184,0.7743768008327656,1.1047070124879932,6.663288573600212,0.1281640499839698,1.1981865284974136,1.1809147950546883,8.895596203498313,0.0,1.2461059190031154,1.67,0.0,204000.0,0.0,5.158333333333334,0.23143164446679787,1284.75,64.69807500297942,99.16666666666667,1.6956271745731681,25.36,0.0,100.64304166666666,0.2250688276882969,410.63333333333327,8.36685379484094,31.03833333333333,0.10911489635275423,28.695216666666667,0.6649549264743817,32.300000000000004,0.11281521496362973,4.966666666666666,4.8,False
1965-01-31,1.67,204000.0,4.9,1264.0,99.9,25.36,101.0401,424.4,31.28,30.2677,32.6,87.55999755859375,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,5.0,5.1,4.9,5.6,1164.0,1230.0,1304.0,1296.0,99.9,100.6,98.5,94.4,25.36,25.36,25.36,25.36,100.9726,100.8324,100.7116,100.2598,421.0,419.6,414.9,396.8,31.25,31.12,31.02,30.94,29.9452,28.7087,28.8162,27.7409,32.5,32.4,32.3,32.2,0.0,0.0,0.0,0.0,-1.9999999999999907,-12.49999999999999,8.59106529209621,-2.4691358024691357,0.0,5.826271186440679,0.0,0.0,0.06684981866367234,0.7782780336685224,0.8076009501187587,6.955645161290325,0.09600000000000719,1.098901098901095,1.076967260195305,9.108572540905314,0.3076923076923199,1.2422360248447228,1.67,0.0,204000.0,0.0,5.1000000000000005,0.19540168418368042,1282.0833333333333,64.85152039058099,99.625,0.7932957719650495,25.36,0.0,100.70806666666665,0.21684889725900355,412.9333333333334,8.004127722997849,31.066666666666666,0.1243406854598223,28.905783333333332,0.7319798355809426,32.333333333333336,0.13706888336853104,4.9,4.8,False
1965-02-28,1.67,204000.0,5.1,1185.0,102.0,25.36,101.0802,431.4,31.28,30.4559,32.6,87.43000030517578,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,4.9,4.8,5.0,5.4,1264.0,1254.0,1306.0,1442.0,99.9,99.9,100.6,99.5,25.36,25.36,25.36,25.36,101.0401,100.8963,100.7502,100.337,424.4,416.4,417.7,400.2,31.28,31.21,31.05,30.91,30.2677,29.5957,29.0043,27.9291,32.6,32.5,32.3,32.2,0.0,0.0,0.0,0.0,4.081632653061207,-5.55555555555557,-6.25,-17.822468793342583,2.102102102102088,2.5125628140703515,0.0,0.0,0.03968721329452585,0.7407038280992984,1.6493873704052753,7.796101949025491,0.0,1.1970236169524417,0.6217849390604435,9.047194503224244,0.0,1.2422360248447228,1.67,0.0,204000.0,0.0,5.075,0.17122552910761443,1260.6666666666667,47.30045806684757,99.83333333333333,1.0456258094236022,25.36,0.0,100.77,0.20714987547454675,415.5333333333333,8.541272348622059,31.0975,0.12778710989203357,29.116349999999997,0.7868597408803695,32.36666666666667,0.1497472618255818,5.0,4.8,False
1965-03-31,1.67,204000.0,4.7,1211.0,102.0,25.36,101.0817,433.3,31.31,30.8591,32.6,86.16000366210938,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,5.1,5.0,5.1,5.4,1185.0,1164.0,1265.0,1313.0,102.0,99.9,100.6,99.5,25.36,25.36,25.36,25.36,101.0802,100.9726,100.7887,100.4225,431.4,421.0,416.6,401.8,31.28,31.25,31.08,30.94,30.4559,29.9452,29.1119,27.9291,32.6,32.5,32.3,32.2,0.0,0.0,0.0,0.0,-7.843137254901955,-12.962962962962965,2.1940928270042237,-7.7684691546077715,0.0,2.5125628140703515,0.0,0.0,0.0014839701543811756,0.6564265976250372,0.4404265183124867,7.839721254355392,0.09590792838873874,1.1958629605688387,1.3238814154236112,10.490850045293264,0.0,1.2422360248447228,1.67,0.0,204000.0,0.0,5.016666666666667,0.1696699112626623,1252.1666666666667,46.1929418719804,100.04166666666667,1.2094013044274987,25.36,0.0,100.82493333333333,0.19358117082248502,418.15833333333336,8.77418303198599,31.128333333333334,0.1309290809653768,29.360516666666665,0.8378998332773481,32.4,0.15374122295721535,4.8999999999999995,4.7,False
1965-04-30,1.67,204000.0,4.8,1162.0,102.0,25.36,101.0416,437.1,31.38,30.9935,32.7,89.11000061035156,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,4.7,4.9,5.1,5.3,1211.0,1264.0,1230.0,1264.0,102.0,99.9,100.6,99.5,25.36,25.36,25.36,25.36,101.0817,101.0401,100.8324,100.5071,433.3,424.4,419.6,402.8,31.31,31.28,31.12,30.95,30.8591,30.2677,28.7087,28.3861,32.6,32.6,32.4,32.2,0.0,0.0,0.0,0.0,2.127659574468077,-9.433962264150942,-4.046242774566478,-8.069620253164555,0.0,2.5125628140703515,0.0,0.0,-0.039670880090059146,0.5318032258417649,0.8769905377336684,8.515392254220465,0.2235707441711865,1.3893376413570246,0.4355279317932226,9.185481626570757,0.30674846625766694,1.552795031055898,1.67,0.0,204000.0,0.0,4.9750000000000005,0.15447859516333468,1243.6666666666667,52.738347844179046,100.25,1.318056420367558,25.36,0.0,100.86947500000001,0.1743375155215302,421.01666666666665,8.90207670698098,31.164166666666663,0.1364123650309898,29.577799999999996,0.8981516170852669,32.44166666666667,0.16213537179744356,4.866666666666666,4.7,False
1965-05-31,1.67,204000.0,4.6,1207.0,105.4,25.36,100.9766,437.6,31.48,31.2354,32.7,88.41999816894531,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,4.8,5.1,4.8,5.1,1162.0,1185.0,1254.0,1299.0,102.0,102.0,99.9,98.5,25.36,25.36,25.36,25.36,101.0416,101.0802,100.8963,100.5844,437.1,431.4,416.4,408.4,31.38,31.28,31.21,30.98,30.9935,30.4559,29.5957,28.5474,32.7,32.6,32.5,32.2,0.0,0.0,0.0,0.0,-4.166666666666674,-9.80392156862745,3.872633390705671,-7.0823710546574326,3.3333333333333437,7.005076142131994,0.0,0.0,-0.06432993935171494,0.3899212999232571,0.11439029970259362,7.149853085210589,0.31867431485022024,1.6139444803098701,0.7804862309839011,9.41591878770045,0.0,1.552795031055898,1.67,0.0,204000.0,0.0,4.933333333333333,0.18257418583505888,1236.0,50.60722190647506,100.82499999999999,1.8733174268707329,25.36,0.0,100.90215833333333,0.15127304307326675,423.45,9.127829573741876,31.205833333333334,0.1506626776088162,29.8018,0.9514219597290694,32.483333333333334,0.1585922922198036,4.7,4.6,False
1965-06-30,1.67,204000.0,4.6,1241.0,105.4,25.36,100.9164,435.2,31.61,31.4774,32.7,84.12000274658203,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,4.6,4.7,5.0,5.2,1207.0,1211.0,1164.0,1280.0,105.4,102.0,99.9,98.5,25.36,25.36,25.36,25.36,100.9766,101.0817,100.9726,100.6539,437.6,433.3,421.0,411.4,31.48,31.31,31.25,31.01,31.2354,30.8591,29.9452,28.628,32.7,32.6,32.5,32.3,0.0,0.0,0.0,0.0,0.0,-11.538461538461553,2.8169014084507005,-3.0468750000000044,0.0,7.005076142131994,0.0,0.0,-0.0596177728305447,0.2607946636941083,-0.5484460694698434,5.785123966942152,0.41296060991105055,1.9348597226700903,0.7747619687918261,9.95319267849657,0.0,1.2383900928792713,1.67,0.0,204000.0,0.0,4.883333333333334,0.18504708655481641,1232.75,48.7425985057343,101.39999999999999,2.135415650406117,25.36,0.0,100.92403333333334,0.12952616677270018,425.43333333333334,8.853076849151037,31.25583333333333,0.17701866020457543,30.03925,0.9867522526865502,32.51666666666667,0.1585922922198036,4.666666666666666,4.6,False
1965-07-31,1.67,204000.0,4.4,1237.0,105.4,25.36,100.8949,441.0,31.58,31.7731,32.7,85.25,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,4.6,4.8,4.9,4.9,1241.0,1162.0,1264.0,1304.0,105.4,102.0,99.9,98.5,25.36,25.36,25.36,25.36,100.9164,101.0416,101.0401,100.7116,435.2,437.1,424.4,414.9,31.61,31.38,31.28,31.02,31.4774,30.9935,30.2677,28.8162,32.7,32.7,32.6,32.3,0.0,0.0,0.0,0.0,-4.347826086956507,-10.204081632653061,-0.3223207091055613,-5.138036809815949,0.0,7.005076142131994,0.0,0.0,-0.021304763150475914,0.1820048534627583,1.3327205882353033,6.290672451193058,-0.0949066751028238,1.8052869116698789,0.9394041439254819,10.261241940297472,0.0,1.2383900928792713,1.67,0.0,204000.0,0.0,4.841666666666666,0.23143164446680076,1227.1666666666667,43.38167466765207,101.97499999999998,2.2111802689553692,25.36,0.0,100.93930833333333,0.11179048144840821,427.60833333333335,9.228164235183506,31.3025,0.18291205040083128,30.285658333333334,1.022130564919469,32.550000000000004,0.15075567228893574,4.533333333333333,4.4,False
1965-08-31,1.67,204000.0,4.4,1249.0,103.4,25.36,100.9297,444.4,31.55,31.9075,32.7,87.16999816894531,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,4.4,4.6,5.1,5.0,1237.0,1207.0,1185.0,1306.0,105.4,105.4,102.0,100.6,25.36,25.36,25.36,25.36,100.8949,100.9766,101.0802,100.7502,441.0,437.6,431.4,417.7,31.58,31.48,31.28,31.05,31.7731,31.2354,30.4559,29.0043,32.7,32.7,32.6,32.3,0.0,0.0,0.0,0.0,0.0,-11.99999999999999,0.9700889248181133,-4.364471669218995,-1.8975332068311146,2.7833001988071704,0.0,0.0,0.03449133702495555,0.17816341803786884,0.770975056689327,6.392147474263821,-0.09499683343887622,1.6103059581320522,0.42299932962159836,10.009550308057769,0.0,1.2383900928792713,1.67,0.0,204000.0,0.0,4.791666666666667,0.257464325272222,1222.4166666666667,36.54749918900072,102.20833333333333,2.2006025345688536,25.36,0.0,100.95426666666667,0.09492272774456188,429.8333333333333,9.821713730610657,31.344166666666666,0.17701866020458185,30.527591666666666,1.034775784636397,32.583333333333336,0.13371158468436373,4.466666666666667,4.4,False
1965-09-30,1.67,204000.0,4.3,1227.0,103.4,25.36,101.0271,452.0,31.62,31.9881,32.8,89.95999908447266,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,4.4,4.6,4.7,5.1,1249.0,1241.0,1211.0,1265.0,103.4,105.4,102.0,100.6,25.36,25.36,25.36,25.36,100.9297,100.9164,101.0817,100.7887,444.4,435.2,433.3,416.6,31.55,31.61,31.31,31.08,31.9075,31.4774,30.8591,29.1119,32.7,32.7,32.6,32.3,0.0,0.0,0.0,0.0,-2.272727272727282,-15.686274509803921,-1.7614091273018384,-3.0039525691699653,0.0,2.7833001988071704,0.0,0.0,0.09650281334434574,0.23653445277098673,1.7101710171017137,8.497359577532393,0.22187004754359307,1.737451737451745,0.25260518686829325,9.879808600606621,0.3058103975535076,1.5479876160990669,1.67,0.0,204000.0,0.0,4.7250000000000005,0.2734460225944586,1219.25,34.085787494074744,102.44166666666668,2.1626828176356105,25.36,0.0,100.97413333333333,0.08105538323616175,432.7833333333333,10.757393511047248,31.389166666666668,0.17233468143198152,30.767274999999998,1.0098557350839763,32.62500000000001,0.11381803659596759,4.366666666666667,4.3,False
1965-10-31,1.67,204000.0,4.2,1279.0,103.4,25.36,101.1765,458.5,31.65,32.3107,32.8,92.41999816894531,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,4.3,4.4,4.8,5.1,1227.0,1237.0,1162.0,1230.0,103.4,105.4,102.0,100.6,25.36,25.36,25.36,25.36,101.0271,100.8949,101.0416,100.8324,452.0,441.0,437.1,419.6,31.62,31.58,31.38,31.12,31.9881,31.7731,30.9935,28.7087,32.8,32.7,32.7,32.4,0.0,0.0,0.0,0.0,-2.3255813953488302,-17.647058823529406,4.237978810105947,3.98373983739837,0.0,2.7833001988071704,0.0,0.0,0.14788111308747798,0.3412593571114009,1.4380530973451267,9.27073403241181,0.0948766603415585,1.7030848329048665,1.0085000359508545,12.546719287184715,0.0,1.2345679012345734,1.67,0.0,204000.0,0.0,4.6499999999999995,0.28444523358476737,1223.3333333333333,38.17979792635471,102.675,2.0959376291898253,25.36,0.0,101.00280833333333,0.08700396499178042,436.0249999999999,12.189348927351887,31.433333333333334,0.16483232986801472,31.067441666666667,0.8676574538359927,32.65833333333333,0.09962049198963879,4.3,4.2,False
1965-11-30,1.67,204000.0,4.1,1306.0,102.9,25.36,101.3537,459.1,31.75,32.4451,32.9,91.61000061035156,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,4.2,4.4,4.6,4.8,1279.0,1249.0,1207.0,1254.0,103.4,103.4,105.4,99.9,25.36,25.36,25.36,25.36,101.1765,100.9297,100.9766,100.8963,458.5,444.4,437.6,416.4,31.65,31.55,31.48,31.21,32.3107,31.9075,31.2354,29.5957,32.8,32.7,32.7,32.5,0.0,0.0,0.0,0.0,-2.3809523809523947,-14.583333333333337,2.111024237685699,4.146730462519943,-0.4835589941972973,3.003003003003002,0.0,0.0,0.17513948397107626,0.45333674277452385,0.1308615049073092,10.254562920268985,0.3159557661927437,1.7302146747837144,0.41596127598597654,9.627749977192623,0.3048780487804992,1.2307692307692353,1.67,0.0,204000.0,0.0,4.591666666666667,0.32039275140289486,1227.6666666666667,44.41812351923485,102.92500000000001,1.9050769490541557,25.36,0.0,101.040925,0.12706940211788914,439.5833333333333,12.17208679601429,31.478333333333335,0.1718790977473593,31.304891666666663,0.8166702321661147,32.69166666666667,0.10836246694515167,4.2,4.1,False
1965-12-31,1.67,204000.0,4.0,1315.0,102.9,25.36,101.5236,461.7,31.85,32.8483,33.0,92.43000030517578,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,4.1,4.3,4.6,5.0,1306.0,1227.0,1241.0,1164.0,102.9,103.4,105.4,99.9,25.36,25.36,25.36,25.36,101.3537,101.0271,100.9164,100.9726,459.1,452.0,435.2,421.0,31.75,31.62,31.61,31.25,32.4451,31.9881,31.4774,29.9452,32.9,32.8,32.7,32.5,0.0,0.0,0.0,0.0,-2.4390243902438935,-19.999999999999996,0.6891271056661541,12.97250859106529,0.0,3.003003003003002,0.0,0.0,0.1676307821026679,0.545692593832392,0.5663254192986189,9.667458432304032,0.31496062992126816,1.9200000000000106,1.2427146163827674,9.69470900177658,0.3039513677811634,1.538461538461533,1.67,0.0,204000.0,0.0,4.508333333333333,0.3342789617107638,1240.25,46.098954829409486,103.17500000000001,1.6520648237334632,25.36,0.0,101.08684166666667,0.18601557343583747,442.97499999999997,12.19359928964262,31.528333333333336,0.18610033136283347,31.54681666666667,0.8072100288067927,32.733333333333334,0.12309149097939238,4.1000000000000005,4.0,False
1966-01-31,1.67,204000.0,4.0,1325.0,102.9,25.36,101.6441,465.2,31.88,33.1709,33.0,92.87999725341797,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,4.0,4.2,4.4,4.9,1315.0,1279.0,1237.0,1264.0,102.9,103.4,105.4,99.9,25.36,25.36,25.36,25.36,101.5236,101.1765,100.8949,101.0401,461.7,458.5,441.0,424.4,31.85,31.65,31.58,31.28,32.8483,32.3107,31.7731,30.2677,33.0,32.8,32.7,32.6,0.0,0.0,0.0,0.0,0.0,-18.36734693877552,0.7604562737642651,4.8259493670886,0.0,3.003003003003002,0.0,0.0,0.118691614560551,0.5977824645858387,0.7580680095299996,9.61357210179077,0.09419152276295417,1.9181585677749302,0.9820903973721595,9.591743013179066,0.0,1.2269938650306678,1.67,0.0,204000.0,0.0,4.433333333333333,0.33933982252532247,1245.3333333333333,51.94810930733051,103.425,1.3011358674073328,25.36,0.0,101.13717500000001,0.24468355491433702,446.375,12.231563120208579,31.578333333333333,0.19375867527016202,31.788749999999997,0.8238818709456701,32.76666666666667,0.13706888336852102,4.033333333333333,4.0,False
1966-02-28,1.67,204000.0,3.8,1159.0,100.0,25.36,101.6732,470.2,32.08,33.3859,33.1,91.22000122070312,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,4.0,4.1,4.4,5.1,1325.0,1306.0,1249.0,1185.0,102.9,102.9,103.4,102.0,25.36,25.36,25.36,25.36,101.6441,101.3537,100.9297,101.0802,465.2,459.1,444.4,431.4,31.88,31.75,31.55,31.28,33.1709,32.4451,31.9075,30.4559,33.0,32.9,32.7,32.6,0.0,0.0,0.0,0.0,-5.000000000000004,-25.49019607843137,-12.528301886792448,-2.1940928270042237,-2.818270165208947,-1.9607843137254943,0.0,0.0,0.028629305586846954,0.5866628677030583,1.0748065348237246,8.993973110802035,0.6273525721455453,2.5575447570332477,0.6481584762547676,9.62046762696227,0.3030303030303161,1.5337423312883347,1.67,0.0,204000.0,0.0,4.325,0.3137022328723425,1243.1666666666667,55.13756899929315,103.25833333333333,1.595139397347138,25.36,0.0,101.18659166666667,0.28815132217251066,449.60833333333335,13.0162456766597,31.645,0.21790323123313932,32.032916666666665,0.8271300533481619,32.80833333333334,0.15642792899514793,3.9333333333333336,3.8,False
1966-03-31,1.67,204000.0,3.8,1234.0,100.0,25.36,101.5878,475.0,32.18,33.8429,33.1,89.2300033569336,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,3.8,4.0,4.3,4.7,1159.0,1315.0,1227.0,1211.0,100.0,102.9,103.4,102.0,25.36,25.36,25.36,25.36,101.6732,101.5236,101.0271,101.0817,470.2,461.7,452.0,433.3,32.08,31.85,31.62,31.31,33.3859,32.8483,31.9881,30.8591,33.1,33.0,32.8,32.6,0.0,0.0,0.0,0.0,0.0,-19.14893617021277,6.471095772217428,1.8992568125516085,0.0,-1.9607843137254943,0.0,0.0,-0.08399460231407474,0.5006841000893436,1.0208421948107116,9.623817216708975,0.31172069825435855,2.7786649632705274,1.368841337211224,9.66910895003419,0.0,1.5337423312883347,1.67,0.0,204000.0,0.0,4.25,0.3233348953414357,1245.0833333333333,54.311321996154675,103.09166666666665,1.8263019432388736,25.36,0.0,101.22876666666667,0.30777266206605625,453.0833333333333,13.808813610638127,31.7175,0.23992896676086195,32.28156666666667,0.8884029392254791,32.85,0.162368828177241,3.8666666666666667,3.8,False
1966-04-30,1.67,204000.0,3.8,1145.0,100.0,25.36,101.3903,476.9,32.28,33.8967,33.3,91.05999755859375,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,3.8,4.0,4.2,4.8,1234.0,1325.0,1279.0,1162.0,100.0,102.9,103.4,102.0,25.36,25.36,25.36,25.36,101.5878,101.6441,101.1765,101.0416,475.0,465.2,458.5,437.1,32.18,31.88,31.65,31.38,33.8429,33.1709,32.3107,30.9935,33.1,33.0,32.8,32.7,0.0,0.0,0.0,0.0,0.0,-20.833333333333336,-7.212317666126422,-1.462994836488818,0.0,-1.9607843137254943,0.0,0.0,-0.19441310866069594,0.3451053823375627,0.40000000000000036,9.105467856325777,0.3107520198881275,2.8680688336520044,0.15896982823577765,9.367125364995887,0.6042296072507503,1.83486238532109,1.67,0.0,204000.0,0.0,4.166666666666667,0.29644356609444356,1243.6666666666667,56.83842063786042,102.925,2.016353594531753,25.36,0.0,101.25782500000001,0.3049430859716251,456.40000000000003,14.388379149350582,31.7925,0.26427000655326527,32.523500000000006,0.9009599274714327,32.9,0.20000000000003376,3.8,3.8,False
1966-05-31,1.67,204000.0,3.9,1078.0,95.7,25.36,101.1033,473.1,32.35,34.2192,33.4,86.12999725341797,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,3.8,3.8,4.1,4.6,1145.0,1159.0,1306.0,1207.0,100.0,100.0,102.9,105.4,25.36,25.36,25.36,25.36,101.3903,101.6732,101.3537,100.9766,476.9,470.2,459.1,437.6,32.28,32.08,31.75,31.48,33.8967,33.3859,32.4451,31.2354,33.3,33.1,32.9,32.7,0.0,0.0,0.0,0.0,2.6315789473684292,-15.217391304347816,-5.851528384279481,-10.687655343827673,-4.299999999999993,-9.20303605313093,0.0,0.0,-0.28306455351250204,0.12547461491076994,-0.7968127490039723,8.11243144424132,0.21685254027261625,2.763659466327839,0.9514200497393599,9.552622985458804,0.30030030030030463,2.1406727828745975,1.67,0.0,204000.0,0.0,4.108333333333333,0.2712205856136461,1232.9166666666667,74.0091620044867,102.11666666666667,2.7461819225088635,25.36,0.0,101.26838333333335,0.29639437435888827,459.35833333333335,13.809447249377728,31.865,0.2889322034350714,32.77215,0.9245781205010946,32.958333333333336,0.2353269807710135,3.8333333333333335,3.8,False
1966-06-30,1.67,204000.0,3.8,956.0,95.7,25.36,100.78200000000001,475.5,32.38,34.3805,33.5,84.73999786376953,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,3.9,3.8,4.0,4.6,1078.0,1234.0,1315.0,1241.0,95.7,100.0,102.9,105.4,25.36,25.36,25.36,25.36,101.1033,101.5878,101.5236,100.9164,473.1,475.0,461.7,435.2,32.35,32.18,31.85,31.61,34.2192,33.8429,32.8483,31.4774,33.4,33.1,33.0,32.7,0.0,0.0,0.0,0.0,-2.564102564102566,-17.391304347826086,-11.317254174397029,-22.965350523771157,0.0,-9.20303605313093,0.0,0.0,-0.3177937812118836,-0.133179542670947,0.5072923272035457,9.260110294117641,0.09273570324574987,2.4359379943056148,0.4713727965586445,9.22280747456905,0.29940119760478723,2.4464831804281273,1.67,0.0,204000.0,0.0,4.041666666666667,0.2353269807709925,1209.1666666666667,108.75312604354288,101.30833333333334,3.0970538297294383,25.36,0.0,101.25718333333333,0.3129793889042318,462.7166666666667,12.207660287581037,31.929166666666664,0.31175335044740027,33.014075,0.9347518582977835,33.025,0.26671401094876207,3.8333333333333335,3.8,False
1966-07-31,1.67,204000.0,3.8,932.0,95.7,25.36,100.4533,480.6,32.45,34.5687,33.6,83.5999984741211,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,3.8,3.8,4.0,4.4,956.0,1145.0,1325.0,1237.0,95.7,100.0,102.9,105.4,25.36,25.36,25.36,25.36,100.78200000000001,101.3903,101.6441,100.8949,475.5,476.9,465.2,441.0,32.38,32.28,31.88,31.58,34.3805,33.8967,33.1709,31.7731,33.5,33.3,33.0,32.7,0.0,0.0,0.0,0.0,0.0,-13.636363636363647,-2.5104602510460206,-24.656426839126922,0.0,-9.20303605313093,0.0,0.0,-0.3261495108253576,-0.43768317328229944,1.0725552050473208,8.979591836734691,0.21618282890674134,2.754908169727699,0.5474033245589816,8.798637841444501,0.29850746268658135,2.752293577981657,1.67,0.0,204000.0,0.0,3.9916666666666667,0.21514618004482908,1183.75,134.29758340748808,100.50000000000001,3.196304684532282,25.36,0.0,101.22038333333332,0.37854330803843217,466.01666666666665,11.106168092415311,32.001666666666665,0.32408846528897317,33.24704166666667,0.9456565650464273,33.1,0.2923260943784481,3.8333333333333335,3.8,False
1966-08-31,1.67,204000.0,3.8,877.0,91.2,25.36,100.1348,483.2,32.65,34.5955,33.7,77.0999984741211,0.0,1.67,1.67,1.67,1.67,204000.0,204000.0,204000.0,204000.0,3.8,3.9,3.8,4.4,932.0,1078.0,1159.0,1249.0,95.7,95.7,100.0,103.4,25.36,25.36,25.36,25.36,100.4533,101.1033,101.6732,100.9297,480.6,473.1,470.2,444.4,32.45,32.35,32.08,31.55,34.5687,34.2192,33.3859,31.9075,33.6,33.4,33.1,32.7,0.0,0.0,0.0,0.0,0.0,-13.636363636363647,-5.901287553648071,-29.783827061649315,-4.702194357366773,-11.798839458413923,0.0,0.0,-0.3170627545337035,-0.7875778883718043,0.540990428630872,8.730873087308733,0.6163328197226425,3.4865293185419866,0.0775267800061874,8.424351641463623,0.29761904761904656,3.0581039755351647,1.67,0.0,204000.0,0.0,3.941666666666667,0.17816403745545145,1152.75,158.60191733336165,99.48333333333335,4.023303331463972,25.36,0.0,101.15414166666666,0.4878137003897504,469.25,9.813487935212459,32.093333333333334,0.33990194664544393,33.471041666666665,0.9174463436958411,33.18333333333333,0.3099364548752157,3.8,3.8,False
